,x,y,leiden,QC,n_genes,normalize_total,class
54972,7175.558511,2202.010638,3,cell,53,17089.23,Excitatory neurons 1
54973,6837.232295,2205.016997,17,cell,53,27071.662,Inhibitory neurons 2
54974,6776.336364,2202.922727,3,cell,53,20543.207,Excitatory neurons 1
54975,7581.354286,2203.182857,2,cell,53,6585.1655,Mature oligodendrocytes 1
54976,7612.760417,2208.420139,3,cell,53,20939.135,Excitatory neurons 1
54977,7064.566038,2203.886792,4,cell,53,3196.1575,Endothelial cells
54978,6699.692308,2207.029586,17,cell,53,24163.72,Inhibitory neurons 2
54979,6713.193548,2207.397849,11,cell,53,11929.795,Microglia
54980,7504.703364,2207.853211,3,cell,53,21313.807,Excitatory neurons 1
54981,7247.273256,2209.517442,3,cell,53,18501.37,Excitatory neurons 1
54982,6480.009804,2209.906863,3,cell,53,17070.01,Excitatory neurons 1
54983,6892.049107,2213.09375,3,cell,53,15341.711,Excitatory neurons 1
54984,6766.212121,2216.369697,0,cell,53,20538.229,Inhibitory neurons 1
54985,6936.722892,2217.690763,0,cell,53,17529.244,Inhibitory neurons 1
54986,6648.133891,2219.280335,3,cell,53,23356.049,Excitatory neurons 1
54987,6589.60515,2221.965665,0,cell,53,14472.974,Inhibitory neurons 1
54988,7018.646091,2221.802469,2,cell,53,6603.9424,Mature oligodendrocytes 1
54989,7156.179245,2222.306604,1,cell,53,3734.2878,Astrocytes
54990,7455.360976,2222.990244,4,cell,53,2341.8342,Endothelial cells
54991,6730.033473,2225.430962,1,cell,53,3014.7659,Astrocytes
54992,6473.66,2225.033333,3,cell,53,15426.38,Excitatory neurons 1
54993,7372.9375,2221.90625,0,cell,53,7014.875,Inhibitory neurons 1
54994,6354.313433,2228.216418,1,cell,53,3354.4402,Astrocytes
54995,6678.097378,2228.947566,7,cell,53,6331.3823,Blood vessel associated cells
54996,6442.905882,2228.676471,3,cell,53,11693.63,Excitatory neurons 1
54997,6606.464286,2226.964286,3,cell,53,15378.1,Excitatory neurons 1
54998,6809.901575,2230.11811,3,cell,53,21190.887,Excitatory neurons 1
54999,6487.255411,2232.25974,1,cell,53,5271.9697,Astrocytes
55000,6832.462366,2229.043011,0,cell,53,13120.518,Inhibitory neurons 1
55001,7231.067073,2230.963415,3,cell,53,9805.279,Excitatory neurons 1
55002,6415.206349,2232.333333,0,cell,53,12002.358,Inhibitory neurons 1
55003,6935.313901,2230.811659,2,cell,53,25632.627,Mature oligodendrocytes 1
55004,7177.779817,2230.183486,0,cell,53,10990.837,Inhibitory neurons 1
55005,7564.897436,2233.262821,10,cell,53,7609.109,Mature oligodendrocytes 2
55006,6774.688889,2236.437037,4,cell,53,2858.9775,Endothelial cells
55007,6529.901639,2238.693989,3,cell,53,15902.984,Excitatory neurons 1
55008,7487.209302,2235.255814,3,cell,53,18873.42,Excitatory neurons 1
55009,7553.870849,2242.708487,3,cell,53,24846.65,Excitatory neurons 1
55010,6629.97235,2242.695853,12,cell,53,12665.351,Immature oligodendrocytes
55011,7594.340782,2242.067039,3,cell,53,11388.621,Excitatory neurons 1
55012,6681.178218,2240.39604,13,cell,53,2731.624,Pericytes
55013,7021.191489,2239.680851,0,cell,53,11008.894,Inhibitory neurons 1
55014,7295.790816,2245.841837,3,cell,53,22618.91,Excitatory neurons 1
55015,7185.364198,2246.216049,17,cell,53,19126.164,Inhibitory neurons 2
55016,7040.319527,2248.189349,3,cell,53,14237.425,Excitatory neurons 1
55017,6946.439252,2251.186916,2,cell,53,12764.852,Mature oligodendrocytes 1
55018,6904.095041,2258.512397,2,cell,53,5168.0127,Mature oligodendrocytes 1
55019,7017.942149,2257.27686,0,cell,53,14238.135,Inhibitory neurons 1
55020,7593.263158,2252.245614,3,cell,53,9407.018,Excitatory neurons 1
55021,6523.449612,2259.011628,3,cell,53,15666.45,Excitatory neurons 1
55022,7533.06701,2260.427835,0,cell,53,12396.86,Inhibitory neurons 1
55023,7053.344828,2255.275862,12,cell,53,2745.69,Immature oligodendrocytes
55024,6954.364341,2260.953488,3,cell,53,11624.155,Excitatory neurons 1
55025,7373.888889,2261.901961,4,cell,53,3613.9216,Endothelial cells
55026,7562.158273,2261.352518,4,cell,53,3229.7124,Endothelial cells
55027,7282.09589,2262.739726,3,cell,53,15311.712,Excitatory neurons 1
55028,7440.033149,2264.790055,1,cell,53,4193.911,Astrocytes
55029,6559.636752,2266.628205,3,cell,53,14777.418,Excitatory neurons 1
55030,6577.397906,2265.366492,3,cell,53,14782.493,Excitatory neurons 1
55031,7462.22043,2265.612903,1,cell,53,2939.344,Astrocytes
55032,6473.404412,2265.654412,3,cell,53,15964.803,Excitatory neurons 1
55033,6381.884817,2267.863874,3,cell,53,15187.578,Excitatory neurons 1
55034,6405.281553,2271.469256,3,cell,53,15644.628,Excitatory neurons 1
55035,6653.434629,2269.088339,3,cell,53,22494.012,Excitatory neurons 1
55036,7554.073276,2271.107759,11,cell,53,2617.0342,Microglia
55037,7383.156425,2269.424581,0,cell,53,11589.352,Inhibitory neurons 1
55038,6779.607477,2270.17757,1,cell,53,6284.4297,Astrocytes
55039,6464.614525,2272.452514,10,cell,53,14302.76,Mature oligodendrocytes 2
55040,6487.636364,2272.286713,3,cell,53,16429.035,Excitatory neurons 1
55041,7144.583893,2272.053691,3,cell,53,9638.416,Excitatory neurons 1
55042,7241.131034,2274.027586,4,cell,53,2774.8965,Endothelial cells
55043,6827.357349,2276.443804,17,cell,53,20618.633,Inhibitory neurons 2
55044,7230.681319,2271.824176,4,cell,53,7971.3633,Endothelial cells
55045,7496.928571,2271.25,0,cell,53,7852.822,Inhibitory neurons 1
55046,6899.240642,2274.294118,11,cell,53,5079.369,Microglia
55047,7043.529644,2280.422925,17,cell,53,22919.414,Inhibitory neurons 2
55048,6538.657143,2281.071429,2,cell,53,4463.686,Mature oligodendrocytes 1
55049,6565.704036,2283.06278,3,cell,53,9765.17,Excitatory neurons 1
55050,6651.657439,2284.394464,3,cell,53,19312.043,Excitatory neurons 1
55051,6859.589928,2283.784173,0,cell,53,11618.863,Inhibitory neurons 1
55052,6427.586207,2284.060345,0,cell,53,10481.75,Inhibitory neurons 1
55053,7157.104418,2287.401606,2,cell,53,7427.779,Mature oligodendrocytes 1
55054,7217.770909,2287.563636,3,cell,53,20941.77,Excitatory neurons 1
55055,6890.664921,2286.643979,0,cell,53,10774.854,Inhibitory neurons 1
55056,7481.85,2284.5,4,cell,52,1700.7,Endothelial cells
55057,7274.885714,2287.442857,11,cell,53,2090.7712,Microglia
55058,6771.192857,2289.614286,3,cell,53,9559.151,Excitatory neurons 1
55059,7353.10559,2290.341615,4,cell,53,2156.4412,Endothelial cells
55060,6351.6,2290.0,5,cell,53,4468.0894,Excitatory neurons 2
55061,7341.586207,2288.931034,3,cell,53,11968.069,Excitatory neurons 1
55062,6418.679487,2296.012821,3,cell,53,16925.56,Excitatory neurons 1
55063,7486.875,2292.770833,4,cell,52,1104.8125,Endothelial cells
55064,7549.415094,2295.773585,3,cell,53,13111.396,Excitatory neurons 1
55065,7112.264605,2302.405498,3,cell,53,18326.654,Excitatory neurons 1
55066,6586.373134,2303.276119,3,cell,53,16048.246,Excitatory neurons 1
55067,7024.395833,2302.683333,17,cell,53,18744.928,Inhibitory neurons 2
55068,7080.46473,2303.526971,1,cell,53,5781.3403,Astrocytes
55069,7318.0,2298.5,3,cell,53,13110.052,Excitatory neurons 1
55070,6798.08589,2307.214724,3,cell,53,15056.953,Excitatory neurons 1
55071,7245.371795,2308.323718,17,cell,53,24251.945,Inhibitory neurons 2
55072,7572.652893,2304.041322,4,cell,53,1728.9008,Endothelial cells
55073,6985.157576,2308.978788,10,cell,53,14127.71,Mature oligodendrocytes 2
55074,7395.952381,2304.634921,3,cell,53,13102.303,Excitatory neurons 1
55075,6956.996516,2311.912892,7,cell,53,8242.672,Blood vessel associated cells
55076,6530.386555,2309.420168,4,cell,53,4159.521,Endothelial cells
55077,6749.824561,2307.438596,4,cell,53,1088.9297,Endothelial cells
55078,6930.964497,2315.106509,3,cell,53,22626.775,Excitatory neurons 1
55079,7052.606061,2311.666667,4,cell,53,2809.7273,Endothelial cells
55080,6689.93913,2317.869565,0,cell,53,13301.991,Inhibitory neurons 1
55081,7592.557692,2319.995192,0,cell,53,14838.3125,Inhibitory neurons 1
55082,6433.771429,2316.371429,9,cell,53,6711.0283,Excitatory neurons 4
55083,7393.483333,2321.273333,3,cell,53,21907.986,Excitatory neurons 1
55084,7149.852234,2323.996564,3,cell,53,19245.037,Excitatory neurons 1
55085,6948.489474,2329.034211,7,cell,53,6541.289,Blood vessel associated cells
55086,6675.575758,2320.575758,3,cell,53,9401.424,Excitatory neurons 1
55087,6771.069231,2324.338462,3,cell,53,9901.009,Excitatory neurons 1
55088,6641.493377,2330.596026,0,cell,53,21244.295,Inhibitory neurons 1
55089,7495.173913,2327.586957,1,cell,53,2901.7065,Astrocytes
55090,6716.311111,2329.355556,0,cell,53,11953.784,Inhibitory neurons 1
55091,6832.47191,2328.955056,3,cell,53,13494.686,Excitatory neurons 1
55092,7053.751678,2332.355705,3,cell,53,15182.523,Excitatory neurons 1
55093,7112.361635,2336.352201,3,cell,53,15390.167,Excitatory neurons 1
55094,6558.431818,2335.572727,3,cell,53,9536.373,Excitatory neurons 1
55095,7311.65625,2332.885417,4,cell,53,2615.8228,Endothelial cells
55096,7300.641791,2333.850746,11,cell,53,2056.5747,Microglia
55097,7617.738095,2334.571429,3,cell,53,16008.715,Excitatory neurons 1
55098,6476.931915,2338.434043,0,cell,53,9209.775,Inhibitory neurons 1
55099,6985.780899,2344.033708,3,cell,53,20602.146,Excitatory neurons 1
55100,6726.558282,2341.803681,13,cell,53,3573.1843,Pericytes
55101,7586.152778,2340.819444,4,cell,53,1673.6387,Endothelial cells
55102,7083.228916,2347.0,4,cell,53,2020.4459,Endothelial cells
55103,7045.079646,2346.548673,17,cell,53,13173.397,Inhibitory neurons 2
55104,6427.08134,2350.507177,3,cell,53,13496.268,Excitatory neurons 1
55105,7099.309211,2350.769737,0,cell,53,7054.3745,Inhibitory neurons 1
55106,7491.968421,2351.026316,0,cell,53,10376.264,Inhibitory neurons 1
55107,6770.861224,2354.285714,12,cell,53,2892.959,Immature oligodendrocytes
55108,6577.70068,2352.238095,3,cell,53,8920.437,Excitatory neurons 1
55109,7503.73494,2350.939759,10,cell,53,9820.615,Mature oligodendrocytes 2
55110,6994.6875,2358.866071,0,cell,53,17313.5,Inhibitory neurons 1
55111,7003.631206,2358.64539,0,cell,53,8945.589,Inhibitory neurons 1
55112,7022.354839,2361.327957,3,cell,53,10089.586,Excitatory neurons 1
55113,7128.228395,2366.030864,0,cell,53,12309.016,Inhibitory neurons 1
55114,6596.233645,2364.406542,3,cell,53,13273.062,Excitatory neurons 1
55115,7494.581633,2363.056122,8,cell,53,5374.2197,Unknown
55116,6977.405594,2368.762238,3,cell,53,10123.86,Excitatory neurons 1
55117,7236.321705,2370.131783,0,cell,53,19678.953,Inhibitory neurons 1
55118,6430.58952,2369.157205,3,cell,53,12704.8,Excitatory neurons 1
55119,7261.943709,2369.970199,3,cell,53,15478.404,Excitatory neurons 1
55120,6765.14557,2373.14557,3,cell,53,13588.246,Excitatory neurons 1
55121,7279.97449,2373.479592,0,cell,53,13292.725,Inhibitory neurons 1
55122,6562.472727,2371.272727,0,cell,53,4655.6733,Inhibitory neurons 1
55123,6406.758333,2373.958333,1,cell,53,3550.2583,Astrocytes
55124,7059.815094,2378.479245,2,cell,53,8355.5625,Mature oligodendrocytes 1
55125,7085.073529,2380.078431,3,cell,53,9716.451,Excitatory neurons 1
55126,6656.869231,2378.384615,8,cell,53,3634.7998,Unknown
55127,7583.806452,2384.047312,17,cell,53,22565.37,Inhibitory neurons 2
55128,6508.463087,2379.442953,3,cell,53,12073.51,Excitatory neurons 1
55129,7406.765432,2380.54321,17,cell,53,21536.268,Inhibitory neurons 2
55130,7445.526012,2384.057803,4,cell,53,2982.0925,Endothelial cells
55131,7192.176991,2384.446903,17,cell,53,19387.8,Inhibitory neurons 2
55132,6555.846154,2383.373626,12,cell,53,3302.5828,Immature oligodendrocytes
55133,6412.203488,2387.819767,3,cell,53,10184.645,Excitatory neurons 1
55134,6984.220588,2389.735294,3,cell,53,16897.73,Excitatory neurons 1
55135,6488.829508,2392.77377,3,cell,53,15696.722,Excitatory neurons 1
55136,6863.588542,2391.869792,1,cell,53,6020.1616,Astrocytes
55137,7392.211055,2391.482412,10,cell,53,12857.059,Mature oligodendrocytes 2
55138,6975.3,2392.977778,3,cell,53,17417.932,Excitatory neurons 1
55139,6926.789474,2393.593985,7,cell,53,4391.3906,Blood vessel associated cells
55140,6846.773006,2396.503067,3,cell,53,14623.67,Excitatory neurons 1
55141,7013.657895,2396.085526,10,cell,53,12693.276,Mature oligodendrocytes 2
55142,7361.405738,2400.532787,11,cell,53,2056.8113,Microglia
55143,7500.615854,2397.743902,1,cell,53,5582.1943,Astrocytes
55144,7511.670213,2400.978723,4,cell,53,9834.282,Endothelial cells
55145,7524.780952,2399.371429,17,cell,53,22835.133,Inhibitory neurons 2
55146,7086.553763,2402.397849,0,cell,53,9250.758,Inhibitory neurons 1
55147,7129.521595,2405.993355,3,cell,53,16435.3,Excitatory neurons 1
55148,7324.861905,2403.028571,11,cell,53,7785.7383,Microglia
55149,7097.872727,2405.381818,4,cell,53,2581.4907,Endothelial cells
55150,6354.195489,2406.639098,3,cell,53,16271.805,Excitatory neurons 1
55151,6416.84589,2410.078767,3,cell,53,13529.881,Excitatory neurons 1
55152,7008.003448,2412.348276,3,cell,53,24325.059,Excitatory neurons 1
55153,7050.675926,2418.013889,17,cell,53,24359.812,Inhibitory neurons 2
55154,6522.767974,2418.431373,3,cell,53,14680.515,Excitatory neurons 1
55155,6661.251938,2417.484496,3,cell,53,16999.914,Excitatory neurons 1
55156,7497.888112,2415.972028,11,cell,53,3160.231,Microglia
55157,6799.84466,2415.728155,10,cell,53,8126.922,Mature oligodendrocytes 2
55158,6907.390947,2418.987654,1,cell,53,5845.506,Astrocytes
55159,6566.993464,2420.130719,13,cell,53,3276.392,Pericytes
55160,7204.375,2420.76,11,cell,53,1514.6249,Microglia
55161,7308.494949,2421.39899,17,cell,53,24280.428,Inhibitory neurons 2
55162,7001.274725,2425.368132,8,cell,53,12333.6045,Unknown
55163,7171.32197,2428.462121,3,cell,53,15515.398,Excitatory neurons 1
55164,6535.24026,2427.409091,1,cell,53,5507.4087,Astrocytes
55165,6718.279851,2430.458955,3,cell,53,15822.138,Excitatory neurons 1
55166,7139.27027,2428.216216,1,cell,53,2204.0474,Astrocytes
55167,6589.682028,2429.179724,17,cell,53,14790.093,Inhibitory neurons 2
55168,6806.011111,2427.333333,3,cell,53,16903.055,Excitatory neurons 1
55169,6980.214286,2429.077381,0,cell,53,10986.815,Inhibitory neurons 1
55170,7606.333333,2428.368421,3,cell,53,11318.648,Excitatory neurons 1
55171,7253.601173,2437.519062,10,cell,53,11964.982,Mature oligodendrocytes 2
55172,6792.245283,2432.698113,10,cell,53,11379.443,Mature oligodendrocytes 2
55173,7534.466667,2431.257143,11,cell,53,1726.2667,Microglia
55174,6844.448864,2433.477273,10,cell,53,6907.796,Mature oligodendrocytes 2
55175,6896.458333,2430.229167,3,cell,53,7863.6665,Excitatory neurons 1
55176,6730.648148,2436.253086,4,cell,53,3147.6914,Endothelial cells
55177,7320.802817,2432.971831,17,cell,53,14911.634,Inhibitory neurons 2
55178,6513.733696,2438.282609,3,cell,53,18392.305,Excitatory neurons 1
55179,6583.741935,2441.626728,11,cell,53,8077.995,Microglia
55180,7010.854271,2442.155779,10,cell,53,11956.217,Mature oligodendrocytes 2
55181,6480.708108,2443.454054,3,cell,53,12973.21,Excitatory neurons 1
55182,6642.457265,2448.324786,0,cell,53,13824.447,Inhibitory neurons 1
55183,7080.3861,2451.297297,3,cell,53,10903.016,Excitatory neurons 1
55184,7504.427711,2450.295181,7,cell,53,6534.1514,Blood vessel associated cells
55185,7003.385417,2454.038194,3,cell,53,22785.246,Excitatory neurons 1
55186,6799.185841,2452.384956,13,cell,53,4259.9824,Pericytes
55187,7241.777778,2449.611111,4,cell,53,1485.0,Endothelial cells
55188,6915.834646,2458.845144,2,cell,53,12728.79,Mature oligodendrocytes 1
55189,6546.714286,2451.880952,12,cell,53,2655.7383,Immature oligodendrocytes
55190,6838.384615,2458.052632,3,cell,53,16046.494,Excitatory neurons 1
55191,7373.573171,2454.341463,13,cell,53,1475.9999,Pericytes
55192,6670.752688,2458.27957,11,cell,53,5502.8604,Microglia
55193,7054.370968,2460.5,3,cell,53,7704.0317,Excitatory neurons 1
55194,6532.205387,2460.454545,11,cell,53,2937.6533,Microglia
55195,7403.183168,2464.460396,10,cell,53,8732.236,Mature oligodendrocytes 2
55196,7509.097938,2464.742268,3,cell,53,20885.055,Excitatory neurons 1
55197,6743.641509,2465.386792,11,cell,53,1985.0284,Microglia
55198,6460.161017,2467.042373,3,cell,53,6500.729,Excitatory neurons 1
55199,7178.580645,2467.548387,3,cell,53,6089.3545,Excitatory neurons 1
55200,6370.893443,2472.393443,4,cell,53,1103.1886,Endothelial cells
55201,6599.720339,2473.101695,8,cell,53,1746.822,Unknown
55202,6808.356902,2476.814815,3,cell,53,21098.506,Excitatory neurons 1
55203,7418.321586,2475.603524,13,cell,53,4970.3394,Pericytes
55204,6414.110577,2476.966346,3,cell,53,10896.626,Excitatory neurons 1
55205,7007.966245,2478.864979,0,cell,53,17160.373,Inhibitory neurons 1
55206,6971.258333,2477.283333,2,cell,53,6822.342,Mature oligodendrocytes 1
55207,6660.407895,2482.244737,3,cell,53,15152.291,Excitatory neurons 1
55208,7462.817814,2479.765182,0,cell,53,10896.256,Inhibitory neurons 1
55209,6900.31457,2483.890728,3,cell,53,16544.22,Excitatory neurons 1
55210,7069.216867,2482.072289,4,cell,53,2048.241,Endothelial cells
55211,7132.3625,2481.0875,3,cell,53,9777.518,Excitatory neurons 1
55212,6393.605469,2487.03125,13,cell,53,3024.129,Pericytes
55213,6524.228814,2482.652542,2,cell,53,8346.042,Mature oligodendrocytes 1
55214,6734.355422,2484.451807,3,cell,53,13472.602,Excitatory neurons 1
55215,7361.163121,2483.971631,3,cell,53,19377.0,Excitatory neurons 1
55216,7394.615385,2484.25641,11,cell,53,4336.6924,Microglia
55217,7031.529221,2487.980519,17,cell,53,23835.645,Inhibitory neurons 2
55218,6825.204633,2491.196911,0,cell,53,13434.038,Inhibitory neurons 1
55219,7155.968153,2488.88535,1,cell,53,4218.656,Astrocytes
55220,7095.10559,2491.496894,4,cell,53,2346.609,Endothelial cells
55221,7271.319444,2493.291667,4,cell,53,5152.2495,Endothelial cells
55222,6457.970732,2495.292683,0,cell,53,7839.024,Inhibitory neurons 1
55223,6858.254753,2497.038023,3,cell,53,15107.627,Excitatory neurons 1
55224,7367.826923,2491.711538,3,cell,53,9460.538,Excitatory neurons 1
55225,6944.32197,2499.659091,3,cell,53,16887.795,Excitatory neurons 1
55226,7259.389744,2498.307692,1,cell,53,6596.1997,Astrocytes
55227,7345.081967,2495.688525,4,cell,53,2684.4915,Endothelial cells
55228,7554.941935,2500.516129,3,cell,53,19810.486,Excitatory neurons 1
55229,6964.644,2502.512,3,cell,53,14260.167,Excitatory neurons 1
55230,7032.66879,2501.031847,11,cell,53,9543.006,Microglia
55231,7272.839286,2508.227679,3,cell,53,13426.959,Excitatory neurons 1
55232,6499.573034,2507.044944,1,cell,53,1325.5731,Astrocytes
55233,6544.465753,2508.219178,3,cell,53,10048.123,Excitatory neurons 1
55234,7121.003745,2511.670412,3,cell,53,11808.539,Excitatory neurons 1
55235,6640.0,2508.552083,1,cell,53,1847.4167,Astrocytes
55236,7022.813253,2510.692771,3,cell,53,9006.662,Excitatory neurons 1
55237,7168.133858,2509.11811,2,cell,53,6207.692,Mature oligodendrocytes 1
55238,7236.767442,2510.20155,17,cell,53,11036.752,Inhibitory neurons 2
55239,7187.193717,2514.52356,2,cell,53,7519.9736,Mature oligodendrocytes 1
55240,7389.430303,2517.666667,3,cell,53,15080.092,Excitatory neurons 1
55241,6433.4,2515.38,3,cell,53,9909.24,Excitatory neurons 1
55242,6947.737089,2522.784038,3,cell,53,13112.926,Excitatory neurons 1
55243,6665.675532,2523.914894,4,cell,53,1739.2448,Endothelial cells
55244,6689.658333,2522.158333,9,cell,53,6202.95,Excitatory neurons 4
55245,6521.242424,2522.781818,3,cell,53,12275.062,Excitatory neurons 1
55246,7355.124498,2525.008032,3,cell,53,14897.2,Excitatory neurons 1
55247,6732.510067,2522.57047,3,cell,53,13293.817,Excitatory neurons 1
55248,6790.104396,2525.263736,11,cell,53,1700.6483,Microglia
55249,6588.513889,2526.5625,3,cell,53,10552.36,Excitatory neurons 1
55250,7236.413919,2530.384615,3,cell,53,12179.059,Excitatory neurons 1
55251,6763.545872,2531.733945,2,cell,53,5924.6514,Mature oligodendrocytes 1
55252,7052.241379,2532.126437,3,cell,53,15113.805,Excitatory neurons 1
55253,6732.744898,2536.214286,17,cell,53,14619.153,Inhibitory neurons 2
55254,6853.851064,2536.202128,11,cell,53,2425.5,Microglia
55255,7215.481928,2536.325301,4,cell,53,1399.1447,Endothelial cells
55256,6696.236842,2537.763158,11,cell,53,1173.8948,Microglia
55257,7696.073394,1273.623853,1,cell,53,2141.5872,Astrocytes
55258,7884.683544,1276.206751,7,cell,53,5317.24,Blood vessel associated cells
55259,7898.305128,1293.779487,7,cell,53,3960.582,Blood vessel associated cells
55260,7726.413174,1299.275449,8,cell,53,2507.3535,Unknown
55261,7904.238372,1307.662791,7,cell,53,3408.7905,Blood vessel associated cells
55262,7922.777778,1328.770833,7,cell,53,9139.765,Blood vessel associated cells
55263,7728.311111,1332.414815,4,cell,53,1610.5555,Endothelial cells
55264,7913.716312,1336.851064,7,cell,53,1855.7946,Blood vessel associated cells
55265,7934.747525,1338.965347,7,cell,53,6048.0645,Blood vessel associated cells
55266,7716.828431,1341.852941,4,cell,53,1485.554,Endothelial cells
55267,7949.27381,1344.553571,7,cell,53,7800.3633,Blood vessel associated cells
55268,7808.272727,1346.971591,1,cell,53,3903.676,Astrocytes
55269,7744.005882,1348.541176,1,cell,53,3314.8474,Astrocytes
55270,7939.903409,1360.011364,7,cell,53,2201.9883,Blood vessel associated cells
55271,8026.544,1362.592,8,cell,53,870.75195,Unknown
55272,7923.919118,1371.683824,8,cell,53,1562.4191,Unknown
55273,7989.084656,1378.21164,4,cell,53,1370.2539,Endothelial cells
55274,8003.428571,1374.959184,7,cell,53,1842.9794,Blood vessel associated cells
55275,7938.156716,1380.179104,7,cell,53,2001.5149,Blood vessel associated cells
55276,7841.858896,1398.288344,1,cell,53,5065.1357,Astrocytes
55277,7697.038043,1412.092391,1,cell,53,3357.3804,Astrocytes
55278,7639.47,1416.303333,3,cell,53,10864.144,Excitatory neurons 1
55279,7855.467742,1417.875,6,cell,53,5513.859,Excitatory neurons 3
55280,7721.789474,1438.690789,3,cell,53,7645.355,Excitatory neurons 1
55281,7768.785016,1448.908795,3,cell,53,10137.276,Excitatory neurons 1
55282,7793.755245,1445.762238,13,cell,53,2704.4688,Pericytes
55283,7677.02069,1449.131034,3,cell,53,10704.221,Excitatory neurons 1
55284,7720.934985,1454.04644,5,cell,53,10164.18,Excitatory neurons 2
55285,7876.909091,1455.160839,1,cell,53,5062.4614,Astrocytes
55286,8765.969231,1453.015385,8,cell,53,2375.1846,Unknown
55287,7713.388462,1472.119231,3,cell,53,11970.139,Excitatory neurons 1
55288,7871.858696,1482.347826,9,cell,53,17379.283,Excitatory neurons 4
55289,7744.418251,1487.684411,3,cell,53,19130.635,Excitatory neurons 1
55290,7857.484615,1486.369231,0,cell,53,11737.532,Inhibitory neurons 1
55291,7803.742222,1488.946667,11,cell,53,2793.1243,Microglia
55292,8373.782258,1493.524194,7,cell,53,5132.9556,Blood vessel associated cells
55293,7642.937008,1491.503937,4,cell,53,1894.5511,Endothelial cells
55294,7826.38674,1496.033149,3,cell,53,16486.203,Excitatory neurons 1
55295,7661.95,1493.96,3,cell,53,7585.5796,Excitatory neurons 1
55296,8411.846154,1492.738462,8,cell,53,1316.2461,Unknown
55297,7854.958478,1499.484429,9,cell,53,20264.953,Excitatory neurons 4
55298,7638.372093,1502.145349,5,cell,53,7103.715,Excitatory neurons 2
55299,8353.131429,1505.062857,7,cell,53,3813.314,Blood vessel associated cells
55300,8326.264331,1513.840764,7,cell,53,4660.21,Blood vessel associated cells
55301,8196.951613,1514.806452,4,cell,53,2351.7961,Endothelial cells
55302,7747.526316,1516.236842,9,cell,53,4980.5786,Excitatory neurons 4
55303,8302.008197,1525.991803,7,cell,53,2548.1558,Blood vessel associated cells
55304,8332.591133,1528.960591,4,cell,53,2074.6846,Endothelial cells
55305,8281.625,1526.527778,4,cell,53,1638.1665,Endothelial cells
55306,7936.892857,1543.042857,6,cell,53,7440.264,Excitatory neurons 3
55307,8308.414286,1543.885714,4,cell,53,2318.8926,Endothelial cells
55308,7742.605678,1548.003155,6,cell,53,7775.817,Excitatory neurons 3
55309,8406.207547,1547.858491,6,cell,53,12547.442,Excitatory neurons 3
55310,7693.758389,1548.33557,13,cell,53,1690.0537,Pericytes
55311,8320.901961,1546.137255,8,cell,53,3570.7844,Unknown
55313,7921.458564,1552.425414,9,cell,53,15720.784,Excitatory neurons 4
55314,8501.103774,1558.330189,3,cell,53,21244.14,Excitatory neurons 1
55315,8531.798658,1564.697987,1,cell,53,7633.8394,Astrocytes
55316,7937.278027,1569.493274,9,cell,53,17722.58,Excitatory neurons 4
55317,8369.690141,1566.478873,8,cell,53,2516.704,Unknown
55318,8191.5,1565.5,8,cell,53,984.8333,Unknown
55319,7920.15736,1577.426396,0,cell,53,9371.152,Inhibitory neurons 1
55320,8393.00625,1575.9375,7,cell,53,10398.826,Blood vessel associated cells
55321,8474.889764,1583.047244,7,cell,53,10870.074,Blood vessel associated cells
55322,8496.418301,1581.797386,6,cell,53,20844.97,Excitatory neurons 3
55323,8421.840467,1586.447471,7,cell,53,7567.008,Blood vessel associated cells
55324,8454.106145,1584.005587,7,cell,53,10661.079,Blood vessel associated cells
55325,8402.019802,1585.069307,7,cell,53,14141.675,Blood vessel associated cells
55326,8508.340426,1593.26383,7,cell,53,6187.5103,Blood vessel associated cells
55327,8524.0,1595.818182,7,cell,53,8288.108,Blood vessel associated cells
55328,8595.766129,1597.048387,4,cell,53,3397.7908,Endothelial cells
55329,8649.276423,1604.796748,6,cell,53,23903.658,Excitatory neurons 3
55330,8559.299213,1602.582677,4,cell,53,4183.283,Endothelial cells
55331,8546.119048,1603.904762,7,cell,53,3984.8694,Blood vessel associated cells
55332,8591.966102,1607.943503,7,cell,53,2586.6836,Blood vessel associated cells
55334,8612.278351,1621.340206,7,cell,53,7290.2266,Blood vessel associated cells
55335,8644.326772,1634.283465,7,cell,53,11500.5205,Blood vessel associated cells
55336,7672.083333,1642.708333,6,cell,53,3737.9585,Excitatory neurons 3
55337,8645.344086,1643.473118,7,cell,53,10062.505,Blood vessel associated cells
55338,8745.292398,1647.192982,7,cell,53,5821.626,Blood vessel associated cells
55339,8757.696721,1654.665984,7,cell,53,10988.525,Blood vessel associated cells
55341,8665.32287,1655.538117,7,cell,53,11384.203,Blood vessel associated cells
55342,8789.691176,1657.073529,7,cell,53,7129.8965,Blood vessel associated cells
55343,8816.105263,1660.178947,7,cell,53,8322.19,Blood vessel associated cells
55344,8677.88,1667.982222,7,cell,53,6371.2886,Blood vessel associated cells
55345,8356.350515,1669.608247,8,cell,53,4179.742,Unknown
55346,8711.853731,1670.797015,7,cell,53,11413.481,Blood vessel associated cells
55347,7755.094595,1671.094595,4,cell,53,1838.0742,Endothelial cells
55348,8828.020408,1671.744898,7,cell,53,10761.837,Blood vessel associated cells
